set_id,month,card_number,card_name,rarity,raw_price,psa_10_price,psa_9_price,tag_10_price,ace_10_price,cgc_10_price,bgs_10_price,bgs_10_black_label_price,cgc_10_pristine_price
sv02,2023-09,248,Boss's Orders,ultra_rare,6.64,,,,,,,,
sv02,2023-09,276,Super Rod,hyper_rare,11.00,83.03,24.55,,,,,,
sv02,2023-09,005,Forretress ex,double_rare,2.04,,,,,,,,
sv02,2023-09,015,Meowscarada ex,double_rare,2.00,,,,,,,,
sv02,2023-10,027,Wo-Chien ex,double_rare,1.64,,,,,,,,
sv02,2023-10,130,Paldean Clodsire ex,double_rare,1.88,,,,,,,,
sv02,2023-10,197,Floragato,illustration_rare,6.00,60.00,20.50,,,,,,
sv02,2023-10,211,Raichu,illustration_rare,19.60,202.20,33.25,,,,,,
sv02,2023-10,220,Nacli,illustration_rare,4.47,26.00,15.73,,,,,,
sv02,2023-10,226,Maushold,illustration_rare,10.89,82.04,17.50,,,,,,
sv02,2023-10,235,Quaquaval ex,ultra_rare,3.88,,,,,,,,
sv02,2023-10,236,Chien-Pao ex,ultra_rare,8.72,,,,,,,,
sv02,2023-10,063,Pikachu ex,double_rare,2.69,,,,,,,,
sv02,2023-10,200,Pyroar,illustration_rare,5.49,46.98,11.50,,,,,,
sv02,2023-10,202,Crocalor,illustration_rare,5.53,69.95,16.74,,,,,,
sv02,2023-10,207,Quaxwell,illustration_rare,4.10,31.00,16.73,,,,,,
sv02,2023-10,213,Gothorita,illustration_rare,3.99,255.00,7.84,,,,,,
sv02,2023-10,258,Skeledirge ex,special_illustration_rare,14.50,99.25,13.00,,,,,,
sv02,2023-10,268,Grusha,special_illustration_rare,16.49,108.33,31.88,,,,,,
sv02,2023-10,269,Iono,special_illustration_rare,83.31,349.95,124.95,,,,,,
sv02,2023-10,015,Meowscarada ex,double_rare,2.12,,,,,,,,
sv02,2023-10,061,Chien-Pao ex,double_rare,3.80,,,,,,,,
sv02,2023-10,208,Frigibax,illustration_rare,8.77,67.09,13.50,,,,,,
sv02,2023-10,214,Sandygast,illustration_rare,3.67,106.25,13.50,,,,,,
sv02,2023-10,222,Tyranitar,illustration_rare,22.73,206.00,31.47,,,,,,
sv02,2023-10,228,Farigiraf,illustration_rare,5.85,58.56,14.99,,,,,,
sv02,2023-10,237,Bellibolt ex,ultra_rare,2.99,,,,,,,,
sv02,2023-10,249,Clavell,ultra_rare,1.98,,,,,,,,
sv02,2023-10,005,Forretress ex,double_rare,1.70,,,,,,,,
sv02,2023-10,040,Chi-Yu ex,double_rare,1.21,,,,,,,,
sv02,2023-10,204,Marill,illustration_rare,10.00,80.98,22.95,,,,,,
sv02,2023-10,252,Giacomo,ultra_rare,3.01,,,,,,,,
sv02,2023-10,255,Saguaro,ultra_rare,2.25,,,,,,,,
sv02,2023-10,256,Meowscarada ex,special_illustration_rare,11.55,84.93,25.35,,,,,,
sv02,2023-10,271,Meowscarada ex,hyper_rare,6.49,61.00,19.40,,,,,,
sv02,2023-10,277,Superior Energy Retrieval,hyper_rare,5.49,56.22,17.33,,,,,,
sv02,2023-10,203,Magikarp,illustration_rare,50.51,337.00,75.00,,,,,,
sv02,2023-10,272,Skeledirge ex,hyper_rare,4.38,34.99,15.84,,,,,,
sv02,2023-10,275,Ting-Lu ex,hyper_rare,4.30,50.54,15.74,,,,,,
sv02,2023-10,086,Slowking ex,double_rare,1.06,,,,,,,,
sv02,2023-10,117,Lycanroc ex,double_rare,1.74,,,,,,,,
sv02,2023-10,150,Copperajah ex,double_rare,1.25,,,,,,,,
sv02,2023-10,215,Rabsca,illustration_rare,3.62,52.96,10.52,,,,,,
sv02,2023-10,216,Tinkatink,illustration_rare,5.31,54.99,10.52,,,,,,
sv02,2023-10,244,Paldean Clodsire ex,ultra_rare,4.13,,,,,,,,
sv02,2023-10,262,Tinkaton ex,special_illustration_rare,13.88,46.22,14.68,,,,,,
sv02,2023-10,079,Bellibolt ex,double_rare,1.13,,,,,,,,
sv02,2023-10,153,Noivern ex,double_rare,1.89,,,,,,,,
sv02,2023-10,198,Bramblin,illustration_rare,5.13,55.03,10.52,,,,,,
sv02,2023-10,218,Paldean Tauros,illustration_rare,7.75,86.00,11.26,,,,,,
sv02,2023-10,219,Sudowoodo,illustration_rare,6.95,72.58,19.99,,,,,,
sv02,2023-10,224,Orthworm,illustration_rare,5.09,31.00,19.11,,,,,,
sv02,2023-10,225,Rookidee,illustration_rare,5.98,73.76,19.23,,,,,,
sv02,2023-10,229,Dudunsparce,illustration_rare,5.10,32.00,20.95,,,,,,
sv02,2023-10,194,Heracross,illustration_rare,10.19,76.02,17.00,,,,,,
sv02,2023-10,217,Tinkatuff,illustration_rare,8.40,66.80,24.00,,,,,,
sv02,2023-10,243,Ting-Lu ex,ultra_rare,3.29,,,,,,,,
sv02,2023-10,247,Squawkabilly ex,ultra_rare,3.91,,,,,,,,
sv02,2023-10,250,Dendra,ultra_rare,4.99,,,,,,,,
sv02,2023-10,251,Falkner,ultra_rare,2.00,,,,,,,,
sv02,2023-10,263,Ting-Lu ex,special_illustration_rare,9.54,75.56,22.73,,,,,,
sv02,2023-10,278,Basic Grass Energy,hyper_rare,6.00,57.89,17.79,,,,,,
sv02,2023-10,052,Quaquaval ex,double_rare,1.49,,,,,,,,
sv02,2023-10,212,Mismagius,illustration_rare,7.21,81.00,23.71,,,,,,
sv02,2023-10,230,Forretress ex,ultra_rare,3.25,,,,,,,,
sv02,2023-10,231,Meowscarada ex,ultra_rare,4.00,,,,,,,,
sv02,2023-10,240,Tinkaton ex,ultra_rare,5.49,,,,,,,,
sv02,2023-10,242,Annihilape ex,ultra_rare,4.00,,,,,,,,
sv02,2023-10,253,Grusha,ultra_rare,5.25,,,,,,,,
sv02,2023-10,254,Iono,ultra_rare,26.25,,,,,,,,
sv02,2023-10,205,Eiscue,illustration_rare,6.67,80.54,21.47,,,,,,
sv02,2023-10,264,Squawkabilly ex,special_illustration_rare,9.27,71.79,21.68,,,,,,
sv02,2023-10,276,Super Rod,hyper_rare,10.99,82.49,24.67,,,,,,
sv02,2023-10,279,Basic Water Energy,hyper_rare,9.00,72.98,22.01,,,,,,
sv02,2023-10,037,Skeledirge ex,double_rare,1.99,,,,,,,,
sv02,2023-10,195,Tropius,illustration_rare,5.97,65.50,10.52,,,,,,
sv02,2023-10,209,Arctibax,illustration_rare,6.21,55.26,7.80,,,,,,
sv02,2023-10,233,Skeledirge ex,ultra_rare,4.13,,,,,,,,
sv02,2023-10,259,Chi-Yu ex,special_illustration_rare,19.00,62.00,35.35,,,,,,
sv02,2023-10,266,Dendra,special_illustration_rare,12.20,42.00,28.68,,,,,,
sv02,2023-10,127,Ting-Lu ex,double_rare,1.37,,,,,,,,
sv02,2023-10,210,Baxcalibur,illustration_rare,11.97,87.40,19.13,,,,,,
sv02,2023-10,238,Slowking ex,ultra_rare,5.14,,,,,,,,
sv02,2023-10,245,Copperajah ex,ultra_rare,2.75,,,,,,,,
sv02,2023-10,257,Wo-Chien ex,special_illustration_rare,9.52,75.47,22.70,,,,,,
sv02,2023-10,265,Boss's Orders,special_illustration_rare,7.59,67.25,20.41,,,,,,
sv02,2023-10,273,Quaquaval ex,hyper_rare,7.35,63.38,20.00,,,,,,
sv02,2023-10,274,Chien-Pao ex,hyper_rare,11.00,75.38,22.68,,,,,,
sv02,2023-10,196,Sprigatito,illustration_rare,8.25,84.40,20.23,,,,,,
sv02,2023-10,201,Fuecoco,illustration_rare,12.43,82.51,21.03,,,,,,
sv02,2023-10,206,Quaxly,illustration_rare,5.19,72.21,19.73,,,,,,
sv02,2023-10,221,Paldean Wooper,illustration_rare,3.99,36.00,9.50,,,,,,
sv02,2023-10,227,Flamigo,illustration_rare,5.52,81.00,14.01,,,,,,
sv02,2023-10,246,Noivern ex,ultra_rare,3.89,,,,,,,,
sv02,2023-10,270,Saguaro,special_illustration_rare,6.72,45.00,30.00,,,,,,
sv02,2023-10,169,Squawkabilly ex,double_rare,2.54,,,,,,,,
sv02,2023-10,223,Grafaiai,illustration_rare,5.06,69.34,18.08,,,,,,
sv02,2023-10,232,Wo-Chien ex,ultra_rare,3.00,,,,,,,,
sv02,2023-10,239,Dedenne ex,ultra_rare,4.56,,,,,,,,
sv02,2023-10,093,Dedenne ex,double_rare,1.42,,,,,,,,
sv02,2023-10,199,Fletchinder,illustration_rare,5.69,99.95,15.00,,,,,,
sv02,2023-10,234,Chi-Yu ex,ultra_rare,3.25,,,,,,,,
sv02,2023-10,241,Lycanroc ex,ultra_rare,2.93,,,,,,,,
sv02,2023-10,248,Boss's Orders,ultra_rare,6.51,,,,,,,,
sv02,2023-10,260,Quaquaval ex,special_illustration_rare,6.13,59.85,16.74,,,,,,
sv02,2023-10,261,Chien-Pao ex,special_illustration_rare,21.63,75.10,19.90,,,,,,
sv02,2023-10,267,Giacomo,special_illustration_rare,6.00,58.65,18.01,,,,,,
sv02,2023-11,086,Slowking ex,double_rare,1.22,,,,,,,,
sv02,2023-11,225,Rookidee,illustration_rare,5.00,71.64,21.00,,,,,,
sv02,2023-11,230,Forretress ex,ultra_rare,3.25,,,,,,,,
sv02,2023-11,233,Skeledirge ex,ultra_rare,3.55,,,,,,,,
sv02,2023-11,127,Ting-Lu ex,double_rare,1.45,,,,,,,,
sv02,2023-11,210,Baxcalibur,illustration_rare,9.23,87.52,18.91,,,,,,
sv02,2023-11,216,Tinkatink,illustration_rare,4.76,71.33,19.95,,,,,,
sv02,2023-11,217,Tinkatuff,illustration_rare,11.21,72.63,12.76,,,,,,
sv02,2023-11,219,Sudowoodo,illustration_rare,9.08,82.93,19.97,,,,,,
sv02,2023-11,224,Orthworm,illustration_rare,5.13,31.00,19.11,,,,,,
sv02,2023-11,279,Basic Water Energy,hyper_rare,7.32,64.54,19.83,,,,,,
sv02,2023-11,196,Sprigatito,illustration_rare,11.24,520.00,20.23,,,,,,
sv02,2023-11,229,Dudunsparce,illustration_rare,4.95,32.00,21.98,,,,,,
sv02,2023-11,234,Chi-Yu ex,ultra_rare,3.49,,,,,,,,
sv02,2023-11,248,Boss's Orders,ultra_rare,6.00,,,,,,,,
sv02,2023-11,268,Grusha,special_illustration_rare,12.25,87.97,26.49,,,,,,
sv02,2023-11,153,Noivern ex,double_rare,1.83,,,,,,,,
sv02,2023-11,197,Floragato,illustration_rare,6.96,60.00,16.50,,,,,,
sv02,2023-11,207,Quaxwell,illustration_rare,3.99,38.91,16.73,,,,,,
sv02,2023-11,211,Raichu,illustration_rare,20.73,218.99,28.49,,,,,,
sv02,2023-11,212,Mismagius,illustration_rare,6.00,80.47,18.23,,,,,,
sv02,2023-11,222,Tyranitar,illustration_rare,19.44,177.51,32.02,,,,,,
sv02,2023-11,238,Slowking ex,ultra_rare,4.47,,,,,,,,
sv02,2023-11,239,Dedenne ex,ultra_rare,5.03,,,,,,,,
sv02,2023-11,040,Chi-Yu ex,double_rare,1.46,,,,,,,,
sv02,2023-11,150,Copperajah ex,double_rare,1.07,,,,,,,,
sv02,2023-11,195,Tropius,illustration_rare,5.55,65.50,12.76,,,,,,
sv02,2023-11,206,Quaxly,illustration_rare,4.57,71.47,19.73,,,,,,
sv02,2023-11,208,Frigibax,illustration_rare,8.54,46.62,19.61,,,,,,
sv02,2023-11,241,Lycanroc ex,ultra_rare,2.73,,,,,,,,
sv02,2023-11,247,Squawkabilly ex,ultra_rare,4.25,,,,,,,,
sv02,2023-11,253,Grusha,ultra_rare,4.37,,,,,,,,
sv02,2023-11,027,Wo-Chien ex,double_rare,2.19,,,,,,,,
sv02,2023-11,169,Squawkabilly ex,double_rare,2.99,,,,,,,,
sv02,2023-11,202,Crocalor,illustration_rare,6.53,69.95,14.75,,,,,,
sv02,2023-11,259,Chi-Yu ex,special_illustration_rare,17.27,62.00,33.18,,,,,,
sv02,2023-11,260,Quaquaval ex,special_illustration_rare,5.30,31.00,16.74,,,,,,
sv02,2023-11,275,Ting-Lu ex,hyper_rare,4.90,53.28,16.62,,,,,,
sv02,2023-11,198,Bramblin,illustration_rare,3.76,52.93,10.52,,,,,,
sv02,2023-11,199,Fletchinder,illustration_rare,6.96,99.95,17.00,,,,,,
sv02,2023-11,232,Wo-Chien ex,ultra_rare,2.25,,,,,,,,
sv02,2023-11,236,Chien-Pao ex,ultra_rare,8.09,,,,,,,,
sv02,2023-11,255,Saguaro,ultra_rare,2.17,,,,,,,,
sv02,2023-11,267,Giacomo,special_illustration_rare,4.60,51.76,16.19,,,,,,
sv02,2023-11,061,Chien-Pao ex,double_rare,4.79,,,,,,,,
sv02,2023-11,218,Paldean Tauros,illustration_rare,7.69,86.00,14.00,,,,,,
sv02,2023-11,249,Clavell,ultra_rare,1.93,,,,,,,,
sv02,2023-11,250,Dendra,ultra_rare,4.45,,,,,,,,
sv02,2023-11,252,Giacomo,ultra_rare,2.99,,,,,,,,
sv02,2023-11,266,Dendra,special_illustration_rare,10.84,48.00,13.79,,,,,,
sv02,2023-11,117,Lycanroc ex,double_rare,1.36,,,,,,,,
sv02,2023-11,242,Annihilape ex,ultra_rare,3.50,,,,,,,,
sv02,2023-11,246,Noivern ex,ultra_rare,4.06,,,,,,,,
sv02,2023-11,203,Magikarp,illustration_rare,51.50,325.00,75.00,,,,,,
sv02,2023-11,209,Arctibax,illustration_rare,4.91,67.74,18.13,,,,,,
sv02,2023-11,214,Sandygast,illustration_rare,4.12,106.25,11.00,,,,,,
sv02,2023-11,227,Flamigo,illustration_rare,5.98,81.00,24.00,,,,,,
sv02,2023-11,231,Meowscarada ex,ultra_rare,3.75,,,,,,,,
sv02,2023-11,257,Wo-Chien ex,special_illustration_rare,8.00,67.62,20.70,,,,,,
sv02,2023-11,265,Boss's Orders,special_illustration_rare,9.50,71.40,21.78,,,,,,
sv02,2023-11,274,Chien-Pao ex,hyper_rare,7.85,66.11,20.27,,,,,,
sv02,2023-11,015,Meowscarada ex,double_rare,2.01,,,,,,,,
sv02,2023-11,215,Rabsca,illustration_rare,3.00,50.79,10.51,,,,,,
sv02,2023-11,223,Grafaiai,illustration_rare,6.16,70.19,14.29,,,,,,
sv02,2023-11,237,Bellibolt ex,ultra_rare,2.68,,,,,,,,
sv02,2023-11,243,Ting-Lu ex,ultra_rare,3.28,,,,,,,,
sv02,2023-11,244,Paldean Clodsire ex,ultra_rare,4.71,,,,,,,,
sv02,2023-11,273,Quaquaval ex,hyper_rare,6.99,63.12,20.00,,,,,,
sv02,2023-11,278,Basic Grass Energy,hyper_rare,5.78,56.50,17.54,,,,,,
sv02,2023-11,226,Maushold,illustration_rare,9.53,88.21,22.50,,,,,,
sv02,2023-11,200,Pyroar,illustration_rare,5.00,46.98,11.50,,,,,,
sv02,2023-11,205,Eiscue,illustration_rare,8.00,68.99,15.23,,,,,,
sv02,2023-11,221,Paldean Wooper,illustration_rare,3.88,36.00,18.95,,,,,,
sv02,2023-11,256,Meowscarada ex,special_illustration_rare,6.56,63.65,19.57,,,,,,
sv02,2023-11,262,Tinkaton ex,special_illustration_rare,12.33,46.22,13.64,,,,,,
sv02,2023-11,271,Meowscarada ex,hyper_rare,6.55,61.00,18.25,,,,,,
sv02,2023-11,276,Super Rod,hyper_rare,10.42,79.16,23.99,,,,,,
sv02,2023-11,204,Marill,illustration_rare,9.21,80.98,21.59,,,,,,
sv02,2023-11,063,Pikachu ex,double_rare,1.89,,,,,,,,
sv02,2023-11,235,Quaquaval ex,ultra_rare,3.28,,,,,,,,
sv02,2023-11,245,Copperajah ex,ultra_rare,2.97,,,,,,,,
sv02,2023-11,264,Squawkabilly ex,special_illustration_rare,12.76,81.76,24.73,,,,,,
sv02,2023-11,130,Paldean Clodsire ex,double_rare,1.59,,,,,,,,
sv02,2023-11,228,Farigiraf,illustration_rare,5.51,68.28,14.99,,,,,,
sv02,2023-11,251,Falkner,ultra_rare,2.24,,,,,,,,
sv02,2023-11,258,Skeledirge ex,special_illustration_rare,11.99,83.24,13.00,,,,,,
sv02,2023-11,270,Saguaro,special_illustration_rare,7.65,45.00,30.00,,,,,,
sv02,2023-11,052,Quaquaval ex,double_rare,1.60,,,,,,,,
sv02,2023-11,194,Heracross,illustration_rare,8.66,87.00,25.74,,,,,,
sv02,2023-11,213,Gothorita,illustration_rare,4.02,255.00,9.50,,,,,,
sv02,2023-11,254,Iono,ultra_rare,28.73,,,,,,,,
sv02,2023-11,261,Chien-Pao ex,special_illustration_rare,21.25,75.10,22.50,,,,,,
sv02,2023-11,005,Forretress ex,double_rare,1.25,,,,,,,,
sv02,2023-11,093,Dedenne ex,double_rare,1.56,,,,,,,,
sv02,2023-11,220,Nacli,illustration_rare,4.97,26.00,9.50,,,,,,
sv02,2023-11,240,Tinkaton ex,ultra_rare,5.49,,,,,,,,
sv02,2023-11,263,Ting-Lu ex,special_illustration_rare,7.32,66.15,20.29,,,,,,
sv02,2023-11,269,Iono,special_illustration_rare,69.99,348.52,102.98,,,,,,
sv02,2023-11,272,Skeledirge ex,hyper_rare,7.05,34.99,15.00,,,,,,
sv02,2023-11,277,Superior Energy Retrieval,hyper_rare,6.99,63.07,19.41,,,,,,
sv02,2023-11,201,Fuecoco,illustration_rare,11.68,83.68,23.00,,,,,,
sv02,2023-11,037,Skeledirge ex,double_rare,1.84,,,,,,,,
sv02,2023-11,079,Bellibolt ex,double_rare,1.16,,,,,,,,
sv02,2023-12,206,Quaxly,illustration_rare,5.45,72.85,20.95,,,,,,
sv02,2023-12,223,Grafaiai,illustration_rare,3.51,56.95,13.73,,,,,,
sv02,2023-12,244,Paldean Clodsire ex,ultra_rare,4.58,,,,,,,,
sv02,2023-12,248,Boss's Orders,ultra_rare,6.38,,,,,,,,
sv02,2023-12,249,Clavell,ultra_rare,2.07,,,,,,,,
sv02,2023-12,257,Wo-Chien ex,special_illustration_rare,6.84,61.98,19.26,,,,,,
sv02,2023-12,199,Fletchinder,illustration_rare,5.86,99.95,17.00,,,,,,
sv02,2023-12,240,Tinkaton ex,ultra_rare,5.50,,,,,,,,
sv02,2023-12,273,Quaquaval ex,hyper_rare,4.90,52.97,20.00,,,,,,
sv02,2023-12,275,Ting-Lu ex,hyper_rare,4.78,50.63,15.98,,,,,,
sv02,2023-12,086,Slowking ex,double_rare,1.16,,,,,,,,
sv02,2023-12,235,Quaquaval ex,ultra_rare,3.08,,,,,,,,
sv02,2023-12,252,Giacomo,ultra_rare,2.99,,,,,,,,
sv02,2023-12,255,Saguaro,ultra_rare,2.40,,,,,,,,
sv02,2023-12,263,Ting-Lu ex,special_illustration_rare,6.58,52.00,18.94,,,,,,
sv02,2023-12,272,Skeledirge ex,hyper_rare,4.26,34.99,15.75,,,,,,
sv02,2023-12,274,Chien-Pao ex,hyper_rare,10.64,80.46,24.61,,,,,,
sv02,2023-12,279,Basic Water Energy,hyper_rare,7.03,63.01,19.56,,,,,,
sv02,2023-12,230,Forretress ex,ultra_rare,2.60,,,,,,,,
sv02,2023-12,052,Quaquaval ex,double_rare,1.39,,,,,,,,
sv02,2023-12,204,Marill,illustration_rare,8.97,80.98,21.74,,,,,,
sv02,2023-12,207,Quaxwell,illustration_rare,3.58,38.91,16.73,,,,,,
sv02,2023-12,211,Raichu,illustration_rare,20.62,184.39,28.00,,,,,,
sv02,2023-12,251,Falkner,ultra_rare,2.48,,,,,,,,
sv02,2023-12,260,Quaquaval ex,special_illustration_rare,5.23,31.00,16.74,,,,,,
sv02,2023-12,205,Eiscue,illustration_rare,9.85,62.70,10.19,,,,,,
sv02,2023-12,221,Paldean Wooper,illustration_rare,3.97,36.00,14.23,,,,,,
sv02,2023-12,226,Maushold,illustration_rare,10.90,86.60,22.31,,,,,,
sv02,2023-12,239,Dedenne ex,ultra_rare,4.99,,,,,,,,
sv02,2023-12,264,Squawkabilly ex,special_illustration_rare,10.90,81.06,24.79,,,,,,
sv02,2023-12,061,Chien-Pao ex,double_rare,4.19,,,,,,,,
sv02,2023-12,153,Noivern ex,double_rare,1.52,,,,,,,,
sv02,2023-12,194,Heracross,illustration_rare,9.57,87.00,26.99,,,,,,
sv02,2023-12,209,Arctibax,illustration_rare,5.50,69.39,18.94,,,,,,
sv02,2023-12,215,Rabsca,illustration_rare,3.63,58.04,15.02,,,,,,
sv02,2023-12,218,Paldean Tauros,illustration_rare,6.99,86.00,21.00,,,,,,
sv02,2023-12,219,Sudowoodo,illustration_rare,7.50,77.10,20.00,,,,,,
sv02,2023-12,268,Grusha,special_illustration_rare,13.00,51.00,27.68,,,,,,
sv02,2023-12,127,Ting-Lu ex,double_rare,1.25,,,,,,,,
sv02,2023-12,203,Magikarp,illustration_rare,54.00,333.00,76.00,,,,,,
sv02,2023-12,208,Frigibax,illustration_rare,8.43,40.81,13.50,,,,,,
sv02,2023-12,227,Flamigo,illustration_rare,3.88,41.65,22.00,,,,,,
sv02,2023-12,232,Wo-Chien ex,ultra_rare,2.99,,,,,,,,
sv02,2023-12,261,Chien-Pao ex,special_illustration_rare,16.18,75.10,22.50,,,,,,
sv02,2023-12,269,Iono,special_illustration_rare,74.00,250.06,113.00,,,,,,
sv02,2023-12,277,Superior Energy Retrieval,hyper_rare,7.81,66.80,20.66,,,,,,
sv02,2023-12,247,Squawkabilly ex,ultra_rare,3.98,,,,,,,,
sv02,2023-12,130,Paldean Clodsire ex,double_rare,1.72,,,,,,,,
sv02,2023-12,195,Tropius,illustration_rare,5.53,65.50,11.34,,,,,,
sv02,2023-12,217,Tinkatuff,illustration_rare,7.39,60.51,13.00,,,,,,
sv02,2023-12,238,Slowking ex,ultra_rare,3.69,,,,,,,,
sv02,2023-12,241,Lycanroc ex,ultra_rare,1.99,,,,,,,,
sv02,2023-12,250,Dendra,ultra_rare,3.25,,,,,,,,
sv02,2023-12,254,Iono,ultra_rare,26.01,,,,,,,,
sv02,2023-12,262,Tinkaton ex,special_illustration_rare,9.59,46.22,20.00,,,,,,
sv02,2023-12,063,Pikachu ex,double_rare,2.39,,,,,,,,
sv02,2023-12,150,Copperajah ex,double_rare,1.13,,,,,,,,
sv02,2023-12,213,Gothorita,illustration_rare,4.51,255.00,9.50,,,,,,
sv02,2023-12,228,Farigiraf,illustration_rare,5.20,68.68,18.25,,,,,,
sv02,2023-12,258,Skeledirge ex,special_illustration_rare,11.99,84.16,13.00,,,,,,
sv02,2023-12,265,Boss's Orders,special_illustration_rare,10.99,81.53,24.93,,,,,,
sv02,2023-12,266,Dendra,special_illustration_rare,11.27,50.00,13.15,,,,,,
sv02,2023-12,271,Meowscarada ex,hyper_rare,6.50,61.00,18.83,,,,,,
sv02,2023-12,196,Sprigatito,illustration_rare,10.79,115.00,20.00,,,,,,
sv02,2023-12,224,Orthworm,illustration_rare,4.51,31.00,19.11,,,,,,
sv02,2023-12,225,Rookidee,illustration_rare,4.99,62.00,21.00,,,,,,
sv02,2023-12,234,Chi-Yu ex,ultra_rare,2.54,,,,,,,,
sv02,2023-12,253,Grusha,ultra_rare,3.76,,,,,,,,
sv02,2023-12,005,Forretress ex,double_rare,0.95,,,,,,,,
sv02,2023-12,210,Baxcalibur,illustration_rare,9.03,79.93,20.94,,,,,,
sv02,2023-12,222,Tyranitar,illustration_rare,19.52,175.00,29.75,,,,,,
sv02,2023-12,243,Ting-Lu ex,ultra_rare,3.00,,,,,,,,
sv02,2023-12,276,Super Rod,hyper_rare,10.29,82.56,25.23,,,,,,
sv02,2023-12,278,Basic Grass Energy,hyper_rare,5.16,54.19,17.01,,,,,,
sv02,2023-12,093,Dedenne ex,double_rare,1.27,,,,,,,,
sv02,2023-12,236,Chien-Pao ex,ultra_rare,7.51,,,,,,,,
sv02,2023-12,246,Noivern ex,ultra_rare,4.39,,,,,,,,
sv02,2023-12,015,Meowscarada ex,double_rare,2.00,,,,,,,,
sv02,2023-12,117,Lycanroc ex,double_rare,1.49,,,,,,,,
sv02,2023-12,201,Fuecoco,illustration_rare,11.35,85.27,26.28,,,,,,
sv02,2023-12,231,Meowscarada ex,ultra_rare,4.00,,,,,,,,
sv02,2023-12,220,Nacli,illustration_rare,3.87,26.00,9.50,,,,,,
sv02,2023-12,237,Bellibolt ex,ultra_rare,2.59,,,,,,,,
sv02,2023-12,259,Chi-Yu ex,special_illustration_rare,14.09,45.00,15.74,,,,,,
sv02,2023-12,270,Saguaro,special_illustration_rare,5.13,45.00,30.00,,,,,,
sv02,2023-12,079,Bellibolt ex,double_rare,1.08,,,,,,,,
sv02,2023-12,169,Squawkabilly ex,double_rare,3.65,,,,,,,,
sv02,2023-12,197,Floragato,illustration_rare,7.32,60.00,13.50,,,,,,
sv02,2023-12,200,Pyroar,illustration_rare,5.00,46.98,11.50,,,,,,
sv02,2023-12,202,Crocalor,illustration_rare,7.52,69.95,15.25,,,,,,
sv02,2023-12,214,Sandygast,illustration_rare,3.99,106.25,12.98,,,,,,
sv02,2023-12,256,Meowscarada ex,special_illustration_rare,8.50,73.56,22.62,,,,,,
sv02,2023-12,267,Giacomo,special_illustration_rare,5.00,49.59,15.68,,,,,,
sv02,2023-12,037,Skeledirge ex,double_rare,1.62,,,,,,,,
sv02,2023-12,198,Bramblin,illustration_rare,4.71,54.07,10.52,,,,,,
sv02,2023-12,212,Mismagius,illustration_rare,6.00,73.61,16.01,,,,,,
sv02,2023-12,216,Tinkatink,illustration_rare,5.53,71.96,19.70,,,,,,
sv02,2023-12,229,Dudunsparce,illustration_rare,5.41,31.50,23.00,,,,,,
sv02,2023-12,233,Skeledirge ex,ultra_rare,3.25,,,,,,,,
sv02,2023-12,242,Annihilape ex,ultra_rare,2.95,,,,,,,,
sv02,2023-12,245,Copperajah ex,ultra_rare,2.14,,,,,,,,
sv02,2023-12,027,Wo-Chien ex,double_rare,1.69,,,,,,,,
sv02,2023-12,040,Chi-Yu ex,double_rare,1.25,,,,,,,,
sv02,2024-01,200,Pyroar,illustration_rare,5.99,46.98,11.50,,,,,,
sv02,2024-01,221,Paldean Wooper,illustration_rare,4.00,36.00,19.99,,,,,,
sv02,2024-01,244,Paldean Clodsire ex,ultra_rare,4.34,,,,,,,,
sv02,2024-01,247,Squawkabilly ex,ultra_rare,3.02,,,,,,,,
sv02,2024-01,252,Giacomo,ultra_rare,2.88,,,,,,,,
sv02,2024-01,259,Chi-Yu ex,special_illustration_rare,15.49,45.00,16.42,,,,,,
sv02,2024-01,274,Chien-Pao ex,hyper_rare,8.00,68.79,21.45,,,,,,
sv02,2024-01,027,Wo-Chien ex,double_rare,1.62,,,,,,,,
sv02,2024-01,127,Ting-Lu ex,double_rare,1.45,,,,,,,,
sv02,2024-01,242,Annihilape ex,ultra_rare,3.15,,,,,,,,
sv02,2024-01,256,Meowscarada ex,special_illustration_rare,8.00,50.00,21.64,,,,,,
sv02,2024-01,258,Skeledirge ex,special_illustration_rare,11.50,40.00,13.00,,,,,,
sv02,2024-01,270,Saguaro,special_illustration_rare,5.00,45.00,30.00,,,,,,
sv02,2024-01,271,Meowscarada ex,hyper_rare,6.97,41.25,19.51,,,,,,
sv02,2024-01,278,Basic Grass Energy,hyper_rare,5.70,56.48,17.81,,,,,,
sv02,2024-01,210,Baxcalibur,illustration_rare,9.36,91.00,18.99,,,,,,
sv02,2024-01,249,Clavell,ultra_rare,1.74,,,,,,,,
sv02,2024-01,257,Wo-Chien ex,special_illustration_rare,6.76,56.01,13.50,,,,,,
sv02,2024-01,264,Squawkabilly ex,special_illustration_rare,12.75,89.23,27.48,,,,,,
sv02,2024-01,268,Grusha,special_illustration_rare,12.20,45.99,14.01,,,,,,
sv02,2024-01,279,Basic Water Energy,hyper_rare,7.37,62.52,19.60,,,,,,
sv02,2024-01,195,Tropius,illustration_rare,4.59,65.50,11.75,,,,,,
sv02,2024-01,199,Fletchinder,illustration_rare,4.00,99.95,17.00,,,,,,
sv02,2024-01,215,Rabsca,illustration_rare,4.22,65.19,14.86,,,,,,
